Audit Id,Form Id,Audit Score,Date Of Transaction,Partner,Agentid,Agentname,Selected Fd Group,FATAL,Audited By
PID0220_001-14824,PID0220_001,90,2025-01-19,Apex Operations,CNX021,CNX Agent 21,Non actionable,No,QC9234
PID0220_001-14832,PID0220_001,85,2025-01-19,Apex Operations,CNX025,CNX Agent 25,Non actionable,No,QC9234
PID0220_001-14876,PID0220_001,70,2025-01-19,Apex Operations,CNX019,CNX Agent 19,Post Fulfilment,No,QC7841
PID0220_001-15074,PID0220_001,100,2025-01-21,Apex Operations,CNX004,CNX Agent 04,Account related,No,QC7841
PID0220_001-15114,PID0220_001,95,2025-01-21,Apex Operations,CNX029,CNX Agent 29,Account related,Yes,QC9234
PID0220_001-15663,PID0220_001,100,2025-02-08,Apex Operations,CNX005,CNX Agent 05,Fulfilment Pending,No,QC1078
PID0220_001-15669,PID0220_001,100,2025-02-08,Apex Operations,CNX012,CNX Agent 12,Autopay,No,QC1078
PID0220_001-16345,PID0220_001,100,2025-02-17,Apex Operations,CNX004,CNX Agent 04,Non actionable,No,QC3187
PID0220_001-16349,PID0220_001,95,2025-02-17,Apex Operations,CNX025,CNX Agent 25,Post Fulfilment,No,QC3187
PID0220_001-16350,PID0220_001,0,2025-02-17,Apex Operations,CNX001,CNX Agent 01,Reversal Success,No,QC7426
PID0220_001-16353,PID0220_001,85,2025-02-17,Apex Operations,CNX002,CNX Agent 02,Account related,No,QC6819
PID0220_001-16355,PID0220_001,85,2025-02-17,Apex Operations,CNX017,CNX Agent 17,Post Fulfilment,No,QC7426
PID0220_001-16356,PID0220_001,100,2025-02-17,Apex Operations,CNX028,CNX Agent 28,Non actionable,No,QC7426
PID0220_001-16358,PID0220_001,99,2025-02-17,Apex Operations,CNX030,CNX Agent 30,Payment Failed,No,QC7426
PID0220_001-16360,PID0220_001,100,2025-02-17,Apex Operations,CNX030,CNX Agent 30,Payment Failed,No,QC7426
PID0220_001-16365,PID0220_001,84,2025-02-17,Vertex Solutions,HEX030,Hex Agent 30,Post Fulfilment,No,QC7426
PID0220_001-16375,PID0220_001,90,2025-02-17,Apex Operations,CNX010,CNX Agent 10,Non actionable,No,QC7841
PID0220_001-16377,PID0220_001,75,2025-02-17,Vertex Solutions,HEX001,Hex Agent 01,Payment Failed,No,QC7426
PID0220_001-16380,PID0220_001,95,2025-02-17,Apex Operations,CNX020,CNX Agent 20,Offers,No,QC7841
PID0220_001-16381,PID0220_001,80,2025-02-17,Vertex Solutions,HEX030,Hex Agent 30,Payment Failed,No,QC7426
PID0220_001-16393,PID0220_001,95,2025-02-17,Vertex Solutions,HEX001,Hex Agent 01,App Issues,No,QC7426
PID0220_001-16397,PID0220_001,100,2025-02-17,Horizon Services,TECH006,TechM Agent 06,Payment Pending,No,QC7841
PID0220_001-16398,PID0220_001,85,2025-02-17,Vertex Solutions,HEX026,Hex Agent 26,Reversal Success,No,QC7426
PID0220_001-16404,PID0220_001,96,2025-02-17,Horizon Services,TECH004,TechM Agent 04,Payment Failed,No,QC3187
PID0220_001-16405,PID0220_001,85,2025-02-17,Apex Operations,CNX030,CNX Agent 30,Payment Pending,No,QC5542
PID0220_001-16409,PID0220_001,100,2025-02-17,Horizon Services,TECH009,TechM Agent 09,Offers,No,QC7841
PID0220_001-16410,PID0220_001,100,2025-02-17,Vertex Solutions,HEX026,Hex Agent 26,Fulfilment Pending,No,QC7426
PID0220_001-16411,PID0220_001,86,2025-02-17,Nova Support,TRANS001,Trans Agent 01,Post Fulfilment,No,QC7841
PID0220_001-16412,PID0220_001,90,2025-02-17,Vertex Solutions,HEX017,Hex Agent 17,Non actionable,No,QC9234
PID0220_001-16413,PID0220_001,49,2025-02-17,Nova Support,TRANS021,Trans Agent 21,Account related,No,QC5542
PID0220_001-16415,PID0220_001,95,2025-02-17,Vertex Solutions,HEX027,Hex Agent 27,Account related,No,QC7426
PID0220_001-16418,PID0220_001,80,2025-02-17,Horizon Services,TECH013,TechM Agent 13,Offers,No,QC3187
PID0220_001-16419,PID0220_001,95,2025-02-17,Horizon Services,TECH004,TechM Agent 04,Payment Pending,No,QC6819
PID0220_001-16420,PID0220_001,90,2025-02-17,Horizon Services,TECH010,TechM Agent 10,Account related,No,QC5542
PID0220_001-16423,PID0220_001,100,2025-02-17,Vertex Solutions,HEX029,Hex Agent 29,Non actionable,No,QC8165
PID0220_001-16424,PID0220_001,90,2025-02-17,Nova Support,TRANS007,Trans Agent 07,Post Fulfilment,No,QC7841
PID0220_001-16425,PID0220_001,95,2025-02-17,Horizon Services,TECH006,TechM Agent 06,Non actionable,No,QC6819
PID0220_001-16427,PID0220_001,100,2025-02-17,Vertex Solutions,HEX029,Hex Agent 29,Post Fulfilment,No,QC8165
PID0220_001-16429,PID0220_001,0,2025-02-17,Horizon Services,TECH008,TechM Agent 08,Account related,No,QC6819
PID0220_001-16431,PID0220_001,95,2025-02-17,Vertex Solutions,HEX027,Hex Agent 27,Payment Failed,No,QC8165
PID0220_001-16432,PID0220_001,90,2025-02-17,Horizon Services,TECH009,TechM Agent 09,Non actionable,No,QC6819
PID0220_001-16433,PID0220_001,100,2025-02-17,Nova Support,TRANS020,Trans Agent 20,Post Fulfilment,No,QC7841
PID0220_001-16434,PID0220_001,90,2025-02-17,Horizon Services,TECH011,TechM Agent 11,Payment Failed,No,QC6819
PID0220_001-16436,PID0220_001,85,2025-02-17,Horizon Services,TECH016,TechM Agent 16,Account related,No,QC3187
PID0220_001-16439,PID0220_001,85,2025-02-17,Nova Support,TRANS022,Trans Agent 22,Post Fulfilment,No,QC7841
PID0220_001-16441,PID0220_001,85,2025-02-17,Horizon Services,TECH012,TechM Agent 12,Post Fulfilment,No,QC6819
PID0220_001-16442,PID0220_001,80,2025-02-17,Nova Support,TRANS027,Trans Agent 27,Fulfilment Pending,No,QC7841
PID0220_001-16443,PID0220_001,0,2025-02-17,Nova Support,TRANS015,Trans Agent 15,Non actionable,No,QC5542
PID0220_001-16445,PID0220_001,100,2025-02-17,Vertex Solutions,HEX007,Hex Agent 07,Post Fulfilment,No,QC8165
PID0220_001-16446,PID0220_001,96,2025-02-17,Horizon Services,TECH013,TechM Agent 13,Autopay,No,QC6819
PID0220_001-16449,PID0220_001,90,2025-02-17,Vertex Solutions,HEX007,Hex Agent 07,Non actionable,No,QC8165
PID0220_001-16450,PID0220_001,80,2025-02-17,Horizon Services,TECH017,TechM Agent 17,Account related,No,QC6819
PID0220_001-16452,PID0220_001,95,2025-02-17,Horizon Services,TECH018,TechM Agent 18,Post Fulfilment,No,QC6819
PID0220_001-16455,PID0220_001,95,2025-02-17,Vertex Solutions,HEX002,Hex Agent 02,Payment Failed,No,QC8165
PID0220_001-16457,PID0220_001,94,2025-02-17,Apex Operations,CNX009,CNX Agent 09,Fulfilment Pending,No,QC5542
PID0220_001-16460,PID0220_001,0,2025-02-17,Vertex Solutions,HEX002,Hex Agent 02,Post Fulfilment,No,QC8165
PID0220_001-16464,PID0220_001,95,2025-02-17,Apex Operations,CNX021,CNX Agent 21,General Enquiries,No,QC5542
PID0220_001-16468,PID0220_001,95,2025-02-17,Apex Operations,CNX015,CNX Agent 15,Payment Failed,No,QC8165
PID0220_001-16470,PID0220_001,95,2025-02-17,Nova Support,TRANS017,Trans Agent 17,Post Fulfilment,No,QC6819
PID0220_001-16479,PID0220_001,80,2025-02-17,Horizon Services,TECH016,TechM Agent 16,Account related,No,QC5542
PID0220_001-16480,PID0220_001,95,2025-02-17,Apex Operations,CNX009,CNX Agent 09,Non actionable,No,QC8165
PID0220_001-16481,PID0220_001,100,2025-02-17,Nova Support,TRANS010,Trans Agent 10,Post Fulfilment,No,QC3187
PID0220_001-16485,PID0220_001,95,2025-02-17,Apex Operations,CNX009,CNX Agent 09,Autopay,No,QC8165
PID0220_001-16489,PID0220_001,95,2025-02-17,Nova Support,TRANS024,Trans Agent 24,Account related,No,QC3187
PID0220_001-16491,PID0220_001,100,2025-02-17,Apex Operations,CNX007,CNX Agent 07,Fulfilment Pending,No,QC8165
PID0220_001-16493,PID0220_001,100,2025-02-17,Apex Operations,CNX007,CNX Agent 07,Account related,No,QC8165
PID0220_001-16494,PID0220_001,100,2025-02-17,Apex Operations,CNX003,CNX Agent 03,Payment Failed,No,QC8165
PID0220_001-16495,PID0220_001,100,2025-02-17,Apex Operations,CNX003,CNX Agent 03,Payment Pending,No,QC8165
PID0220_001-16496,PID0220_001,100,2025-02-17,Apex Operations,CNX001,CNX Agent 01,Autopay,No,QC8165
PID0220_001-16510,PID0220_001,90,2025-02-18,Vertex Solutions,HEX027,Hex Agent 27,Payment Failed,No,QC8165
PID0220_001-16511,PID0220_001,90,2025-02-18,Apex Operations,CNX005,CNX Agent 05,Payment Failed,No,QC1078
PID0220_001-16512,PID0220_001,96,2025-02-18,Vertex Solutions,HEX009,Hex Agent 09,Payment Failed,No,QC3187
PID0220_001-16514,PID0220_001,80,2025-02-18,Apex Operations,CNX008,CNX Agent 08,Payment Failed,No,QC5542
PID0220_001-16515,PID0220_001,95,2025-02-18,Apex Operations,CNX005,CNX Agent 05,Payment Failed,No,QC1078
PID0220_001-16517,PID0220_001,95,2025-02-18,Apex Operations,CNX015,CNX Agent 15,Autopay,No,QC7841
PID0220_001-16521,PID0220_001,85,2025-02-18,Apex Operations,CNX003,CNX Agent 03,Post Fulfilment,No,QC6819
PID0220_001-16526,PID0220_001,100,2025-02-18,Apex Operations,CNX012,CNX Agent 12,Non actionable,No,QC9234
PID0220_001-16537,PID0220_001,95,2025-02-18,Apex Operations,CNX012,CNX Agent 12,Non actionable,No,QC6819
PID0220_001-16541,PID0220_001,95,2025-02-18,Vertex Solutions,HEX019,Hex Agent 19,Post Fulfilment,No,QC3187
PID0220_001-16544,PID0220_001,95,2025-02-18,Apex Operations,CNX020,CNX Agent 20,Autopay,No,QC1078
PID0220_001-16546,PID0220_001,95,2025-02-18,Apex Operations,CNX019,CNX Agent 19,Non actionable,No,QC9234
PID0220_001-16558,PID0220_001,90,2025-02-18,Nova Support,TRANS012,Trans Agent 12,Payment Failed,Yes,QC5542
PID0220_001-16561,PID0220_001,100,2025-02-18,Vertex Solutions,HEX017,Hex Agent 17,Autopay,No,QC7841
PID0220_001-16567,PID0220_001,100,2025-02-18,Apex Operations,CNX021,CNX Agent 21,Non actionable,Yes,QC8165
PID0220_001-16570,PID0220_001,85,2025-02-18,Nova Support,TRANS011,Trans Agent 11,App Issues,No,QC3187
PID0220_001-16578,PID0220_001,95,2025-02-18,Nova Support,TRANS011,Trans Agent 11,Payment Failed,No,QC3187
PID0220_001-16579,PID0220_001,85,2025-02-18,Horizon Services,TECH008,TechM Agent 08,Fulfilment Failed,No,QC7841
PID0220_001-16581,PID0220_001,85,2025-02-18,Apex Operations,CNX029,CNX Agent 29,Post Fulfilment,No,QC6819
PID0220_001-16586,PID0220_001,86,2025-02-18,Nova Support,TRANS007,Trans Agent 07,Post Fulfilment,No,QC5542
PID0220_001-16589,PID0220_001,70,2025-02-18,Nova Support,TRANS001,Trans Agent 01,Payment Failed,No,QC5542
PID0220_001-16591,PID0220_001,100,2025-02-18,Apex Operations,CNX004,CNX Agent 04,Non actionable,No,QC8165
PID0220_001-16593,PID0220_001,100,2025-02-18,Nova Support,TRANS005,Trans Agent 05,Post Fulfilment,No,QC7841
PID0220_001-16598,PID0220_001,90,2025-02-18,Vertex Solutions,HEX030,Hex Agent 30,Post Fulfilment,No,QC7426
PID0220_001-16600,PID0220_001,100,2025-02-18,Vertex Solutions,HEX030,Hex Agent 30,Non actionable,No,QC7426
PID0220_001-16606,PID0220_001,94,2025-02-18,Vertex Solutions,HEX029,Hex Agent 29,Non actionable,No,QC7426
PID0220_001-16610,PID0220_001,90,2025-02-18,Apex Operations,CNX030,CNX Agent 30,Payment Failed,No,QC6819
PID0220_001-16616,PID0220_001,85,2025-02-18,Vertex Solutions,HEX002,Hex Agent 02,App Issues,No,QC7426
PID0220_001-16625,PID0220_001,90,2025-02-18,Apex Operations,CNX023,CNX Agent 23,Post Fulfilment,No,QC9234
PID0220_001-16626,PID0220_001,70,2025-02-18,Nova Support,TRANS008,Trans Agent 08,Fulfilment Pending,No,QC5542
PID0220_001-16627,PID0220_001,95,2025-02-18,Apex Operations,CNX029,CNX Agent 29,Post Fulfilment,No,QC3187
PID0220_001-16634,PID0220_001,100,2025-02-18,Vertex Solutions,HEX007,Hex Agent 07,Post Fulfilment,No,QC9234
PID0220_001-16638,PID0220_001,95,2025-02-18,Apex Operations,CNX002,CNX Agent 02,Non actionable,No,QC6819
PID0220_001-16642,PID0220_001,0,2025-02-18,Nova Support,TRANS008,Trans Agent 08,Fulfilment Failed,No,QC5542
PID0220_001-16645,PID0220_001,100,2025-02-18,Apex Operations,CNX012,CNX Agent 12,Non actionable,No,QC7426
PID0220_001-16648,PID0220_001,100,2025-02-18,Apex Operations,CNX011,CNX Agent 11,Payment Failed,No,QC6819
PID0220_001-16651,PID0220_001,90,2025-02-18,Apex Operations,CNX028,CNX Agent 28,Non actionable,No,QC6819
PID0220_001-16652,PID0220_001,85,2025-02-18,Nova Support,TRANS022,Trans Agent 22,Post Fulfilment,No,QC3187
PID0220_001-16656,PID0220_001,85,2025-02-18,Nova Support,TRANS023,Trans Agent 23,Post Fulfilment,Yes,QC3187
PID0220_001-16663,PID0220_001,100,2025-02-18,Apex Operations,CNX014,CNX Agent 14,Account related,Yes,QC7426
PID0220_001-16664,PID0220_001,95,2025-02-18,Nova Support,TRANS015,Trans Agent 15,Fulfilment Pending,No,QC7841
PID0220_001-16670,PID0220_001,90,2025-02-18,Nova Support,TRANS027,Trans Agent 27,Post Fulfilment,No,QC3187
PID0220_001-16671,PID0220_001,0,2025-02-18,Nova Support,TRANS027,Trans Agent 27,Payment Failed,No,QC5542
PID0220_001-16673,PID0220_001,100,2025-02-18,Nova Support,TRANS016,Trans Agent 16,Payment Failed,No,QC7841
PID0220_001-16674,PID0220_001,95,2025-02-18,Nova Support,TRANS028,Trans Agent 28,Payment Failed,No,QC3187
PID0220_001-16675,PID0220_001,100,2025-02-18,Vertex Solutions,HEX019,Hex Agent 19,Post Fulfilment,No,QC6819
PID0220_001-16683,PID0220_001,100,2025-02-18,Vertex Solutions,HEX001,Hex Agent 01,Post Fulfilment,No,QC7426
PID0220_001-16688,PID0220_001,100,2025-02-18,Vertex Solutions,HEX007,Hex Agent 07,Payment Failed,No,QC7426
PID0220_001-16694,PID0220_001,91,2025-02-18,Nova Support,TRANS005,Trans Agent 05,Post Fulfilment,No,QC5542
PID0220_001-16686,PID0220_001,84,2025-02-18,Nova Support,TRANS016,Trans Agent 16,Payment Failed,No,QC5542
PID0220_001-16705,PID0220_001,100,2025-02-18,Vertex Solutions,HEX001,Hex Agent 01,Payment Failed,No,QC8165
PID0220_001-16706,PID0220_001,95,2025-02-18,Vertex Solutions,HEX012,Hex Agent 12,Fulfilment Pending,No,QC7841
PID0220_001-16709,PID0220_001,80,2025-02-18,Vertex Solutions,HEX029,Hex Agent 29,Payment Pending,No,QC7841
PID0220_001-16710,PID0220_001,100,2025-02-18,Vertex Solutions,HEX027,Hex Agent 27,Account related,No,QC8165
PID0220_001-16724,PID0220_001,95,2025-02-19,Apex Operations,CNX008,CNX Agent 08,Non actionable,No,QC7841
PID0220_001-16725,PID0220_001,90,2025-02-19,Vertex Solutions,HEX018,Hex Agent 18,Post Fulfilment,No,QC3187
PID0220_001-16728,PID0220_001,94,2025-02-19,Apex Operations,CNX020,CNX Agent 20,General Enquiries,No,QC7426
PID0220_001-16732,PID0220_001,100,2025-02-19,Apex Operations,CNX020,CNX Agent 20,Post Fulfilment,Yes,QC7426
PID0220_001-16735,PID0220_001,95,2025-02-19,Apex Operations,CNX021,CNX Agent 21,Non actionable,No,QC7426
PID0220_001-16736,PID0220_001,100,2025-02-19,Vertex Solutions,HEX030,Hex Agent 30,Account related,No,QC8165
PID0220_001-16737,PID0220_001,100,2025-02-19,Apex Operations,CNX020,CNX Agent 20,Non actionable,No,QC7841
PID0220_001-16740,PID0220_001,75,2025-02-19,Apex Operations,CNX008,CNX Agent 08,Post Fulfilment,No,QC6819
PID0220_001-16748,PID0220_001,100,2025-02-19,Apex Operations,CNX014,CNX Agent 14,Payment Failed,No,QC6819
PID0220_001-16749,PID0220_001,100,2025-02-19,Vertex Solutions,HEX028,Hex Agent 28,Non actionable,No,QC8165
PID0220_001-16753,PID0220_001,0,2025-02-19,Vertex Solutions,HEX014,Hex Agent 14,Post Fulfilment,No,QC9234
PID0220_001-16760,PID0220_001,95,2025-02-19,Apex Operations,CNX028,CNX Agent 28,Payment Failed,No,QC7841
PID0220_001-16762,PID0220_001,90,2025-02-19,Vertex Solutions,HEX007,Hex Agent 07,Post Fulfilment,No,QC6819
PID0220_001-16770,PID0220_001,89,2025-02-19,Apex Operations,CNX026,CNX Agent 26,Post Fulfilment,No,QC5542
PID0220_001-16772,PID0220_001,84,2025-02-19,Vertex Solutions,HEX013,Hex Agent 13,General Enquiries,No,QC5542
PID0220_001-16782,PID0220_001,90,2025-02-19,Apex Operations,CNX012,CNX Agent 12,Autopay,No,QC5542
PID0220_001-16792,PID0220_001,0,2025-02-19,Horizon Services,TECH004,TechM Agent 04,Post Fulfilment,No,QC5542
PID0220_001-16793,PID0220_001,95,2025-02-19,Vertex Solutions,HEX007,Hex Agent 07,Account related,No,QC7841
PID0220_001-16797,PID0220_001,96,2025-02-19,Horizon Services,TECH007,TechM Agent 07,General Enquiries,No,QC3187
PID0220_001-16798,PID0220_001,80,2025-02-19,Horizon Services,TECH005,TechM Agent 05,Autopay,No,QC5542
PID0220_001-16800,PID0220_001,100,2025-02-19,Vertex Solutions,HEX007,Hex Agent 07,Post Fulfilment,No,QC7426
PID0220_001-16802,PID0220_001,80,2025-02-19,Horizon Services,TECH011,TechM Agent 11,Post Fulfilment,No,QC3187
PID0220_001-16807,PID0220_001,100,2025-02-19,Vertex Solutions,HEX016,Hex Agent 16,Post Fulfilment,No,QC9234
PID0220_001-16809,PID0220_001,100,2025-02-19,Vertex Solutions,HEX016,Hex Agent 16,Post Fulfilment,No,QC7426
PID0220_001-16812,PID0220_001,80,2025-02-19,Horizon Services,TECH018,TechM Agent 18,Post Fulfilment,No,QC3187
PID0220_001-16817,PID0220_001,100,2025-02-19,Nova Support,TRANS017,Trans Agent 17,General Enquiries,No,QC3187
PID0220_001-16820,PID0220_001,90,2025-02-19,Vertex Solutions,HEX016,Hex Agent 16,Post Fulfilment,No,QC9234
PID0220_001-16821,PID0220_001,100,2025-02-19,Apex Operations,CNX002,CNX Agent 02,Non actionable,No,QC6819
PID0220_001-16824,PID0220_001,0,2025-02-19,Apex Operations,CNX002,CNX Agent 02,Post Fulfilment,No,QC6819
PID0220_001-16831,PID0220_001,85,2025-02-19,Horizon Services,TECH015,TechM Agent 15,Post Fulfilment,No,QC5542
PID0220_001-16834,PID0220_001,99,2025-02-19,Apex Operations,CNX005,CNX Agent 05,Payment Failed,No,QC7426
PID0220_001-16836,PID0220_001,100,2025-02-19,Apex Operations,CNX027,CNX Agent 27,Payment Pending,No,QC5542
PID0220_001-16839,PID0220_001,99,2025-02-19,Apex Operations,CNX013,CNX Agent 13,Payment Failed,No,QC3187
PID0220_001-16840,PID0220_001,95,2025-02-19,Apex Operations,CNX014,CNX Agent 14,App Issues,No,QC9234
PID0220_001-16842,PID0220_001,100,2025-02-19,Apex Operations,CNX027,CNX Agent 27,Post Fulfilment,No,QC3187
PID0220_001-16848,PID0220_001,95,2025-02-19,Vertex Solutions,HEX004,Hex Agent 04,Payment Failed,No,QC3187
PID0220_001-16852,PID0220_001,100,2025-02-19,Vertex Solutions,HEX015,Hex Agent 15,Post Fulfilment,No,QC7841
PID0220_001-16873,PID0220_001,100,2025-02-19,Vertex Solutions,HEX005,Hex Agent 05,Post Fulfilment,No,QC9234
PID0220_001-16874,PID0220_001,85,2025-02-19,Horizon Services,TECH002,TechM Agent 02,Payment Failed,No,QC1078
PID0220_001-16876,PID0220_001,95,2025-02-19,Vertex Solutions,HEX017,Hex Agent 17,Post Fulfilment,No,QC9234
PID0220_001-16877,PID0220_001,85,2025-02-19,Horizon Services,TECH017,TechM Agent 17,Post Fulfilment,No,QC1078
PID0220_001-16882,PID0220_001,95,2025-02-20,Apex Operations,CNX019,CNX Agent 19,Account related,No,QC3187
PID0220_001-16888,PID0220_001,95,2025-02-20,Apex Operations,CNX003,CNX Agent 03,Payment Failed,No,QC6819
PID0220_001-16892,PID0220_001,95,2025-02-20,Vertex Solutions,HEX030,Hex Agent 30,Payment Failed,No,QC8165
PID0220_001-16900,PID0220_001,100,2025-02-20,Apex Operations,CNX021,CNX Agent 21,Account related,No,QC8165
PID0220_001-16901,PID0220_001,85,2025-02-20,Apex Operations,CNX012,CNX Agent 12,Autopay,No,QC7841
PID0220_001-16906,PID0220_001,95,2025-02-20,Apex Operations,CNX006,CNX Agent 06,Payment Failed,No,QC6819
PID0220_001-16907,PID0220_001,95,2025-02-20,Apex Operations,CNX013,CNX Agent 13,Payment Failed,No,QC7841
PID0220_001-16927,PID0220_001,85,2025-02-20,Vertex Solutions,HEX006,Hex Agent 06,Account related,No,QC6819
PID0220_001-16936,PID0220_001,100,2025-02-20,Apex Operations,CNX013,CNX Agent 13,Payment Failed,No,QC7426
PID0220_001-16948,PID0220_001,0,2025-02-20,Vertex Solutions,HEX014,Hex Agent 14,Post Fulfilment,No,QC6819
PID0220_001-16953,PID0220_001,85,2025-02-20,Apex Operations,CNX022,CNX Agent 22,Account related,No,QC5542
PID0220_001-16955,PID0220_001,100,2025-02-20,Vertex Solutions,HEX002,Hex Agent 02,Account related,No,QC3187
PID0220_001-16959,PID0220_001,96,2025-02-20,Vertex Solutions,HEX003,Hex Agent 03,Account related,No,QC3187
PID0220_001-16967,PID0220_001,90,2025-02-20,Apex Operations,CNX001,CNX Agent 01,Offers,No,QC8165
PID0220_001-16968,PID0220_001,100,2025-02-19,Vertex Solutions,HEX003,Hex Agent 03,Non actionable,No,QC3187
PID0220_001-16970,PID0220_001,95,2025-02-20,Apex Operations,CNX030,CNX Agent 30,Risk Team,No,QC7841
PID0220_001-16976,PID0220_001,100,2025-02-20,Vertex Solutions,HEX030,Hex Agent 30,Non actionable,No,QC7841
PID0220_001-16978,PID0220_001,95,2025-02-20,Apex Operations,CNX030,CNX Agent 30,Post Fulfilment,No,QC9234
PID0220_001-16979,PID0220_001,80,2025-02-20,Vertex Solutions,HEX004,Hex Agent 04,Post Fulfilment,No,QC3187
PID0220_001-16981,PID0220_001,100,2025-02-20,Vertex Solutions,HEX001,Hex Agent 01,Payment Failed,No,QC9234
PID0220_001-16991,PID0220_001,95,2025-02-20,Vertex Solutions,HEX001,Hex Agent 01,Fulfilment Pending,No,QC7426
PID0220_001-16995,PID0220_001,90,2025-02-20,Vertex Solutions,HEX005,Hex Agent 05,Fulfilment Pending,No,QC7426
PID0220_001-16996,PID0220_001,0,2025-02-20,Vertex Solutions,HEX024,Hex Agent 24,Payment Failed,No,QC5542
PID0220_001-17006,PID0220_001,96,2025-02-20,Vertex Solutions,HEX012,Hex Agent 12,Post Fulfilment,Yes,QC7426
PID0220_001-17012,PID0220_001,85,2025-02-20,Apex Operations,CNX005,CNX Agent 05,Risk Team,No,QC3187
PID0220_001-17014,PID0220_001,0,2025-02-20,Nova Support,TRANS005,Trans Agent 05,Post Fulfilment,No,QC6819
PID0220_001-17023,PID0220_001,85,2025-02-20,Nova Support,TRANS007,Trans Agent 07,Post Fulfilment,No,QC6819
PID0220_001-17029,PID0220_001,100,2025-02-20,Apex Operations,CNX005,CNX Agent 05,Post Fulfilment,No,QC3187
PID0220_001-17032,PID0220_001,90,2025-02-20,Apex Operations,CNX006,CNX Agent 06,Payment Failed,Yes,QC6819
PID0220_001-17040,PID0220_001,95,2025-02-20,Vertex Solutions,HEX019,Hex Agent 19,Post Fulfilment,No,QC1078
PID0220_001-17043,PID0220_001,100,2025-02-20,Apex Operations,CNX030,CNX Agent 30,Fulfilment Pending,No,QC3187
PID0220_001-17048,PID0220_001,100,2025-02-20,Apex Operations,CNX023,CNX Agent 23,Post Fulfilment,No,QC7841
PID0220_001-17058,PID0220_001,85,2025-02-20,Nova Support,TRANS028,Trans Agent 28,Account related,No,QC1078
PID0220_001-17060,PID0220_001,0,2025-02-20,Apex Operations,CNX002,CNX Agent 02,Account related,No,QC9234
PID0220_001-17064,PID0220_001,90,2025-02-20,Nova Support,TRANS024,Trans Agent 24,Post Fulfilment,No,QC6819
PID0220_001-17074,PID0220_001,85,2025-02-20,Nova Support,TRANS027,Trans Agent 27,Account related,No,QC6819
PID0220_001-17075,PID0220_001,85,2025-02-20,Vertex Solutions,HEX002,Hex Agent 02,Account related,No,QC9234
PID0220_001-17078,PID0220_001,100,2025-02-20,Nova Support,TRANS003,Trans Agent 03,Autopay,No,QC7841
PID0220_001-17082,PID0220_001,99,2025-02-20,Vertex Solutions,HEX005,Hex Agent 05,Payment Failed,No,QC1078
PID0220_001-17086,PID0220_001,95,2025-02-21,Apex Operations,CNX015,CNX Agent 15,Payment Failed,No,QC1078
PID0220_001-17088,PID0220_001,85,2025-02-21,Apex Operations,CNX019,CNX Agent 19,Fulfilment Pending,No,QC1078
PID0220_001-17090,PID0220_001,85,2025-02-21,Apex Operations,CNX020,CNX Agent 20,Account related,No,QC1078
PID0220_001-17093,PID0220_001,80,2025-02-21,Apex Operations,CNX025,CNX Agent 25,Offers,No,QC1078
PID0220_001-17102,PID0220_001,80,2025-02-21,Vertex Solutions,HEX010,Hex Agent 10,Post Fulfilment,No,QC1078
PID0220_001-17107,PID0220_001,90,2025-02-21,Apex Operations,CNX021,CNX Agent 21,Payment Pending,No,QC9234
PID0220_001-17110,PID0220_001,0,2025-02-21,Apex Operations,CNX029,CNX Agent 29,Post Fulfilment,No,QC9234
PID0220_001-17115,PID0220_001,100,2025-02-21,Apex Operations,CNX021,CNX Agent 21,Fulfilment Failed,No,QC7426
PID0220_001-15665,PID0220_001,60,2025-02-08,Apex Operations,CNX015,CNX Agent 15,Payment Failed,No,QC5542
PID0220_001-15671,PID0220_001,0,2025-02-08,Apex Operations,CNX024,CNX Agent 24,Post Fulfilment,No,QC5542
PID0220_001-15739,PID0220_001,100,2025-02-09,Apex Operations,CNX029,CNX Agent 29,Account related,No,QC1078
PID0220_001-15805,PID0220_001,90,2025-02-10,Apex Operations,CNX001,CNX Agent 01,Fulfilment Pending,No,QC9234
PID0220_001-15874,PID0220_001,61,2025-02-11,Apex Operations,CNX024,CNX Agent 24,Payment Failed,No,QC1078
PID0220_001-15876,PID0220_001,100,2025-02-11,Apex Operations,CNX023,CNX Agent 23,Autopay,No,QC9234
PID0220_001-16032,PID0220_001,95,2025-02-15,Apex Operations,CNX003,CNX Agent 03,App Issues,No,QC7426
PID0220_001-16100,PID0220_001,0,2025-02-15,Apex Operations,CNX004,CNX Agent 04,security,No,QC7426
PID0220_001-16176,PID0220_001,0,2025-02-16,Apex Operations,CNX027,CNX Agent 27,Autopay,No,QC3187
PID0220_001-16170,PID0220_001,99,2025-02-16,Apex Operations,CNX025,CNX Agent 25,General Enquiries,No,QC3187
PID0220_001-16177,PID0220_001,100,2025-02-16,Apex Operations,CNX021,CNX Agent 21,Autopay,No,QC9234
PID0220_001-16321,PID0220_001,80,2025-02-16,Apex Operations,CNX007,CNX Agent 07,Post Fulfilment,No,QC6819
PID0220_001-16354,PID0220_001,100,2025-02-17,Apex Operations,CNX002,CNX Agent 02,Autopay,No,QC9234
PID0220_001-16528,PID0220_001,95,2025-02-18,Apex Operations,CNX005,CNX Agent 05,Post Fulfilment,No,QC6819
PID0220_001-16545,PID0220_001,0,2025-02-18,Apex Operations,CNX020,CNX Agent 20,Non actionable,No,QC6819
