Audit Id,Form Id,Audit Score,Agentid,Agentname,Partner,Date Of Transaction,Selected Fd Group,FATAL,Audited By
PID0314_001-1904,PID0314_001,80,TC412,Orion-12,Nova Support,2025-06-16,Generic,No,QC9234
PID0314_001-1909,PID0314_001,100,TC411,Orion-11,Nova Support,2025-06-16,Generic,No,QC7841
PID0314_001-1910,PID0314_001,90,TC413,Orion-13,Nova Support,2025-06-16,Devices,No,QC7841
PID0314_001-1912,PID0314_001,100,TC414,Orion-14,Nova Support,2025-06-16,Generic,No,QC9234
PID0314_001-1914,PID0314_001,60,TC418,Orion-18,Nova Support,2025-06-16,Devices,No,QC9234
PID0314_001-1916,PID0314_001,70,SK301,Nova-01,Quantum Assist,2025-06-16,Settlements,No,QC9234
PID0314_001-1920,PID0314_001,100,HX203,Falcon-03,Vertex Solutions,2025-06-16,Devices,No,QC9234
PID0314_001-1924,PID0314_001,90,TC406,Orion-06,Nova Support,2025-06-16,Merchant profile,No,QC9234
PID0314_001-1927,PID0314_001,80,TC419,Orion-19,Nova Support,2025-06-16,Devices,No,QC9234
PID0314_001-1928,PID0314_001,80,HX221,Falcon-21,Vertex Solutions,2025-06-16,Settlements,No,QC3187
PID0314_001-1930,PID0314_001,80,TC419,Orion-19,Nova Support,2025-06-16,Devices,No,QC9234
PID0314_001-1931,PID0314_001,0,TC407,Orion-07,Nova Support,2025-06-16,Merchant profile,No,QC3187
PID0314_001-1932,PID0314_001,0,TC424,Orion-24,Nova Support,2025-06-16,Settlements,No,QC9234
PID0314_001-1933,PID0314_001,70,TC424,Orion-24,Nova Support,2025-06-16,Settlements,No,QC9234
PID0314_001-1934,PID0314_001,0,TC410,Orion-10,Nova Support,2025-06-16,Generic,No,QC3187
PID0314_001-1939,PID0314_001,100,TC420,Orion-20,Nova Support,2025-06-15,Merchant profile,No,QC3187
PID0314_001-1940,PID0314_001,90,TC422,Orion-22,Nova Support,2025-06-16,Merchant profile,No,QC3187
PID0314_001-1941,PID0314_001,90,TC425,Orion-25,Nova Support,2025-06-16,FRA Merchant Escalations,No,QC9234
PID0314_001-1946,PID0314_001,90,SK326,Nova-26,Quantum Assist,2025-06-16,Merchant profile,No,QC3187
PID0314_001-1948,PID0314_001,80,HX203,Falcon-03,Vertex Solutions,2025-06-16,Devices,No,QC9234
PID0314_001-1953,PID0314_001,80,HX223,Falcon-23,Vertex Solutions,2025-06-16,Merchant profile,No,QC9234
PID0314_001-1954,PID0314_001,0,TC422,Orion-22,Nova Support,2025-06-16,Merchant profile,No,QC7426
PID0314_001-1955,PID0314_001,90,HX227,Falcon-27,Vertex Solutions,2025-06-16,Devices,No,QC9234
PID0314_001-1956,PID0314_001,80,TC412,Orion-12,Nova Support,2025-06-16,Devices,No,QC3187
PID0314_001-1957,PID0314_001,90,TC414,Orion-14,Nova Support,2025-06-16,Devices,No,QC9234
PID0314_001-1958,PID0314_001,100,TC430,Orion-30,Nova Support,2025-06-16,Generic,No,QC9234
PID0314_001-1961,PID0314_001,90,TC429,Orion-29,Nova Support,2025-06-16,Settlements,No,QC3187
PID0314_001-1962,PID0314_001,80,TC430,Orion-30,Nova Support,2025-06-15,Merchant profile,No,QC3187
PID0314_001-1967,PID0314_001,70,SK309,Nova-09,Quantum Assist,2025-06-17,Devices,No,QC7841
PID0314_001-1968,PID0314_001,80,SK313,Nova-13,Quantum Assist,2025-06-17,Onboarding,No,QC9234
PID0314_001-1969,PID0314_001,0,SK303,Nova-03,Quantum Assist,2025-06-17,Settlements,No,QC3187
PID0314_001-1971,PID0314_001,90,SK327,Nova-27,Quantum Assist,2025-06-17,Devices,No,QC9234
PID0314_001-1973,PID0314_001,90,SK318,Nova-18,Quantum Assist,2025-06-17,Devices,No,QC7841
PID0314_001-1974,PID0314_001,80,SK304,Nova-04,Quantum Assist,2025-06-17,Devices,No,QC3187
PID0314_001-1976,PID0314_001,0,SK323,Nova-23,Quantum Assist,2025-06-17,Generic,No,QC7841
PID0314_001-1978,PID0314_001,90,TC429,Orion-29,Nova Support,2025-06-17,Merchant profile,No,QC3187
PID0314_001-1983,PID0314_001,90,TC404,Orion-04,Nova Support,2025-06-17,Settlements,No,QC7841
PID0314_001-1985,PID0314_001,80,TC424,Orion-24,Nova Support,2025-06-17,Generic,No,QC7841
PID0314_001-1986,PID0314_001,80,TC425,Orion-25,Nova Support,2025-06-17,Generic,No,QC7841
PID0314_001-1988,PID0314_001,100,TC414,Orion-14,Nova Support,2025-06-17,Devices,No,QC7841
PID0314_001-1993,PID0314_001,80,HX213,Falcon-13,Vertex Solutions,2025-06-17,Lending,No,QC3187
PID0314_001-1994,PID0314_001,80,SK304,Nova-04,Quantum Assist,2025-06-18,Devices,No,QC7841
PID0314_001-1995,PID0314_001,100,SK305,Nova-05,Quantum Assist,2025-06-18,Settlements,No,QC7841
PID0314_001-1996,PID0314_001,90,SK324,Nova-24,Quantum Assist,2025-06-18,Merchant profile,No,QC7841
PID0314_001-2001,PID0314_001,0,HX217,Falcon-17,Vertex Solutions,2025-06-18,Devices,No,QC7841
PID0314_001-2002,PID0314_001,80,HX218,Falcon-18,Vertex Solutions,2025-06-18,Devices,No,QC7841
PID0314_001-2004,PID0314_001,90,TC428,Orion-28,Nova Support,2025-06-18,Generic,No,QC7841
PID0314_001-2005,PID0314_001,80,HX223,Falcon-23,Vertex Solutions,2025-06-18,Merchant profile,No,QC7841
PID0314_001-2007,PID0314_001,90,SK309,Nova-09,Quantum Assist,2025-06-18,Devices,No,QC3187
PID0314_001-2008,PID0314_001,90,SK323,Nova-23,Quantum Assist,2025-06-18,Devices,No,QC3187
PID0314_001-2019,PID0314_001,90,HX206,Falcon-06,Vertex Solutions,2025-06-19,Devices,No,QC7841
PID0314_001-2027,PID0314_001,80,TC407,Orion-07,Nova Support,2025-06-19,Generic,No,QC9234
PID0314_001-2028,PID0314_001,90,SK321,Nova-21,Quantum Assist,2025-06-19,Devices,No,QC3187
PID0314_001-2029,PID0314_001,90,HX219,Falcon-19,Vertex Solutions,2025-06-19,Generic,No,QC7841
PID0314_001-2033,PID0314_001,0,TC410,Orion-10,Nova Support,2025-06-19,Generic,No,QC7841
PID0314_001-2034,PID0314_001,90,TC413,Orion-13,Nova Support,2025-06-19,Non actionable,No,QC7841
PID0314_001-2038,PID0314_001,90,TC421,Orion-21,Nova Support,2025-06-19,Merchant profile,No,QC7841
PID0314_001-2040,PID0314_001,90,TC426,Orion-26,Nova Support,2025-06-19,Generic,No,QC7841
PID0314_001-2041,PID0314_001,100,HX212,Falcon-12,Vertex Solutions,2025-06-19,Devices,No,QC3187
PID0314_001-2042,PID0314_001,90,TC427,Orion-27,Nova Support,2025-06-19,Devices,No,QC7841
PID0314_001-2046,PID0314_001,90,TC430,Orion-30,Nova Support,2025-06-19,Devices,No,QC7841
PID0314_001-2051,PID0314_001,90,TC410,Orion-10,Nova Support,2025-06-19,Generic,No,QC7841
PID0314_001-2053,PID0314_001,0,TC425,Orion-25,Nova Support,2025-06-19,Generic,No,QC7841
PID0314_001-2056,PID0314_001,90,TC408,Orion-08,Nova Support,2025-06-19,Devices,No,QC9234
PID0314_001-2058,PID0314_001,80,TC413,Orion-13,Nova Support,2025-06-19,Generic,No,QC9234
PID0314_001-2060,PID0314_001,90,TC416,Orion-16,Nova Support,2025-06-19,Generic,No,QC9234
PID0314_001-2062,PID0314_001,70,TC417,Orion-17,Nova Support,2025-06-19,Onboarding,No,QC9234
PID0314_001-2066,PID0314_001,90,TC423,Orion-23,Nova Support,2025-06-19,Settlements,No,QC9234
PID0314_001-2067,PID0314_001,90,TC430,Orion-30,Nova Support,2025-06-19,Devices,No,QC9234
PID0314_001-2068,PID0314_001,80,TC404,Orion-04,Nova Support,2025-06-19,Settlements,No,QC3187
PID0314_001-2069,PID0314_001,90,TC415,Orion-15,Nova Support,2025-06-19,Devices,No,QC9234
PID0314_001-2070,PID0314_001,90,HX202,Falcon-02,Vertex Solutions,2025-06-18,Settlements,No,QC9234
PID0314_001-2071,PID0314_001,70,TC416,Orion-16,Nova Support,2025-06-19,Payments,No,QC9234
PID0314_001-2075,PID0314_001,90,TC422,Orion-22,Nova Support,2025-06-19,Merchant profile,No,QC9234
PID0314_001-2083,PID0314_001,80,SK321,Nova-21,Quantum Assist,2025-06-20,Merchant profile,No,QC3187
PID0314_001-2086,PID0314_001,80,HX208,Falcon-08,Vertex Solutions,2025-06-20,Generic,No,QC3187
PID0314_001-2092,PID0314_001,90,TC405,Orion-05,Nova Support,2025-06-20,Merchant profile,No,QC3187
PID0314_001-2094,PID0314_001,90,TC421,Orion-21,Nova Support,2025-06-20,Devices,No,QC3187
PID0314_001-2107,PID0314_001,90,SK314,Nova-14,Quantum Assist,2025-06-22,Devices,No,QC3187
PID0314_001-2112,PID0314_001,70,SK308,Nova-08,Quantum Assist,2025-06-22,Settlements,No,QC9234
PID0314_001-2113,PID0314_001,80,SK308,Nova-08,Quantum Assist,2025-06-22,Devices,No,QC9234
PID0314_001-2121,PID0314_001,100,HX213,Falcon-13,Vertex Solutions,2025-06-22,Lending,No,QC3187
PID0314_001-2122,PID0314_001,80,HX214,Falcon-14,Vertex Solutions,2025-06-22,Generic,No,QC3187
PID0314_001-2124,PID0314_001,60,SK329,Nova-29,Quantum Assist,2025-06-22,Settlements,No,QC9234
PID0314_001-2125,PID0314_001,90,HX220,Falcon-20,Vertex Solutions,2025-06-22,Devices,No,QC3187
PID0314_001-2126,PID0314_001,0,SK329,Nova-29,Quantum Assist,2025-06-22,Non actionable,No,QC9234
PID0314_001-2127,PID0314_001,80,HX228,Falcon-28,Vertex Solutions,2025-06-22,Merchant profile,No,QC3187
PID0314_001-2131,PID0314_001,90,TC404,Orion-04,Nova Support,2025-06-22,Devices,No,QC3187
PID0314_001-2132,PID0314_001,100,TC416,Orion-16,Nova Support,2025-06-22,Devices,No,QC3187
PID0314_001-2133,PID0314_001,90,TC420,Orion-20,Nova Support,2025-06-22,Devices,No,QC3187
PID0314_001-2134,PID0314_001,90,TC420,Orion-20,Nova Support,2025-06-22,Merchant profile,No,QC3187
PID0314_001-2135,PID0314_001,80,TC425,Orion-25,Nova Support,2025-06-22,Devices,No,QC3187
PID0314_001-2136,PID0314_001,90,TC427,Orion-27,Nova Support,2025-06-22,Devices,No,QC3187
PID0314_001-2140,PID0314_001,100,HX211,Falcon-11,Vertex Solutions,2025-06-22,Devices,No,QC9234
PID0314_001-2141,PID0314_001,0,SK323,Nova-23,Quantum Assist,2025-06-22,Devices,No,QC3187
PID0314_001-2142,PID0314_001,90,SK327,Nova-27,Quantum Assist,2025-06-22,Merchant profile,No,QC3187
PID0314_001-2146,PID0314_001,80,HX206,Falcon-06,Vertex Solutions,2025-06-22,Devices,No,QC3187
PID0314_001-2147,PID0314_001,0,HX211,Falcon-11,Vertex Solutions,2025-06-22,Generic,No,QC3187
PID0314_001-2149,PID0314_001,90,TC416,Orion-16,Nova Support,2025-06-22,Generic,No,QC3187
PID0314_001-2151,PID0314_001,90,TC424,Orion-24,Nova Support,2025-06-22,Settlements,No,QC3187
PID0314_001-2152,PID0314_001,80,HX218,Falcon-18,Vertex Solutions,2025-06-22,Settlements,No,QC9234
PID0314_001-2155,PID0314_001,80,SK316,Nova-16,Quantum Assist,2025-06-21,Devices,No,QC3187
PID0314_001-2160,PID0314_001,80,HX225,Falcon-25,Vertex Solutions,2025-06-22,Devices,No,QC9234
PID0314_001-2166,PID0314_001,90,SK309,Nova-09,Quantum Assist,2025-06-23,Settlements,No,QC9234
PID0314_001-2170,PID0314_001,80,SK309,Nova-09,Quantum Assist,2025-06-23,Devices,No,QC9234
PID0314_001-2171,PID0314_001,90,SK320,Nova-20,Quantum Assist,2025-06-22,Generic,No,QC9234
PID0314_001-2181,PID0314_001,90,HX201,Falcon-01,Vertex Solutions,2025-06-23,Devices,No,QC3187
PID0314_001-2182,PID0314_001,90,HX203,Falcon-03,Vertex Solutions,2025-06-23,Merchant profile,No,QC3187
PID0314_001-2184,PID0314_001,90,HX203,Falcon-03,Vertex Solutions,2025-06-23,Devices,No,QC9234
PID0314_001-2187,PID0314_001,80,SK302,Nova-02,Quantum Assist,2025-06-21,Devices,No,QC7841
PID0314_001-2190,PID0314_001,0,SK304,Nova-04,Quantum Assist,2025-06-21,Settlements,No,QC7841
PID0314_001-2196,PID0314_001,100,HX207,Falcon-07,Vertex Solutions,2025-06-21,Devices,Yes,QC3187
PID0314_001-2201,PID0314_001,100,HX209,Falcon-09,Vertex Solutions,2025-06-22,Settlements,No,QC7841
PID0314_001-2203,PID0314_001,80,HX220,Falcon-20,Vertex Solutions,2025-06-23,Lending,No,QC7841
PID0314_001-2208,PID0314_001,100,TC414,Orion-14,Nova Support,2025-06-23,Devices,No,QC7841
PID0314_001-2210,PID0314_001,0,HX218,Falcon-18,Vertex Solutions,2025-06-23,Merchant profile,No,QC3187
PID0314_001-2216,PID0314_001,0,HX218,Falcon-18,Vertex Solutions,2025-06-23,Devices,No,QC3187
PID0314_001-2221,PID0314_001,90,HX224,Falcon-24,Vertex Solutions,2025-06-23,Devices,No,QC3187
PID0314_001-2222,PID0314_001,90,HX224,Falcon-24,Vertex Solutions,2025-06-23,Post disbursal,No,QC3187
PID0314_001-2226,PID0314_001,90,TC417,Orion-17,Nova Support,2025-06-23,Devices,No,QC7426
PID0314_001-2238,PID0314_001,90,TC422,Orion-22,Nova Support,2025-06-23,Devices,No,QC7426
PID0314_001-2245,PID0314_001,90,TC420,Orion-20,Nova Support,2025-06-23,Merchant profile,No,QC3187
PID0314_001-2246,PID0314_001,0,TC430,Orion-30,Nova Support,2025-06-23,Generic,No,QC7426
PID0314_001-2249,PID0314_001,90,TC422,Orion-22,Nova Support,2025-06-21,Generic,No,QC7426
PID0314_001-2250,PID0314_001,90,TC430,Orion-30,Nova Support,2025-06-23,Devices,No,QC3187
PID0314_001-2254,PID0314_001,90,SK318,Nova-18,Quantum Assist,2025-06-23,Devices,No,QC3187
PID0314_001-2261,PID0314_001,90,SK305,Nova-05,Quantum Assist,2025-06-24,Devices,No,QC3187
PID0314_001-2262,PID0314_001,100,SK319,Nova-19,Quantum Assist,2025-06-24,Devices,No,QC3187
PID0314_001-2263,PID0314_001,80,SK303,Nova-03,Quantum Assist,2025-06-24,Generic,No,QC7426
PID0314_001-2267,PID0314_001,70,SK305,Nova-05,Quantum Assist,2025-06-24,Devices,No,QC7426
PID0314_001-2270,PID0314_001,90,SK314,Nova-14,Quantum Assist,2025-06-24,Devices,No,QC7426
PID0314_001-2272,PID0314_001,90,SK303,Nova-03,Quantum Assist,2025-06-24,Generic,No,QC9234
PID0314_001-2273,PID0314_001,0,SK326,Nova-26,Quantum Assist,2025-06-24,Devices,No,QC7426
PID0314_001-2277,PID0314_001,90,SK311,Nova-11,Quantum Assist,2025-06-24,Merchant profile,No,QC9234
PID0314_001-2278,PID0314_001,80,SK308,Nova-08,Quantum Assist,2025-06-23,Devices,No,QC3187
PID0314_001-2283,PID0314_001,0,SK319,Nova-19,Quantum Assist,2025-06-24,Devices,No,QC3187
PID0314_001-2285,PID0314_001,0,SK302,Nova-02,Quantum Assist,2025-06-24,Devices,No,QC7841
PID0314_001-2287,PID0314_001,100,SK314,Nova-14,Quantum Assist,2025-06-24,Devices,No,QC7841
PID0314_001-2289,PID0314_001,90,HX227,Falcon-27,Vertex Solutions,2025-06-24,Devices,No,QC7426
PID0314_001-2290,PID0314_001,0,SK321,Nova-21,Quantum Assist,2025-06-24,Generic,No,QC7841
PID0314_001-2291,PID0314_001,80,SK322,Nova-22,Quantum Assist,2025-06-24,Devices,No,QC7841
PID0314_001-2292,PID0314_001,0,HX228,Falcon-28,Vertex Solutions,2025-06-24,Devices,No,QC7426
PID0314_001-2294,PID0314_001,90,SK322,Nova-22,Quantum Assist,2025-06-23,Merchant profile,No,QC3187
PID0314_001-2298,PID0314_001,90,SK323,Nova-23,Quantum Assist,2025-06-24,Devices,No,QC7841
PID0314_001-2299,PID0314_001,100,TC410,Orion-10,Nova Support,2025-06-24,Settlements,No,QC7426
PID0314_001-2300,PID0314_001,90,SK322,Nova-22,Quantum Assist,2025-06-24,Payments,No,QC9234
PID0314_001-2301,PID0314_001,90,SK325,Nova-25,Quantum Assist,2025-06-24,Devices,No,QC3187
PID0314_001-2305,PID0314_001,90,HX204,Falcon-04,Vertex Solutions,2025-06-24,Devices,No,QC7841
PID0314_001-2312,PID0314_001,0,TC425,Orion-25,Nova Support,2025-06-24,Devices,No,QC7426
PID0314_001-2313,PID0314_001,80,TC408,Orion-08,Nova Support,2025-06-24,Devices,No,QC7841
PID0314_001-2314,PID0314_001,90,TC425,Orion-25,Nova Support,2025-06-24,Devices,No,QC7426
PID0314_001-2315,PID0314_001,90,TC428,Orion-28,Nova Support,2025-06-24,Generic,No,QC7426
PID0314_001-2316,PID0314_001,0,TC409,Orion-09,Nova Support,2025-06-24,Devices,No,QC7841
PID0314_001-2317,PID0314_001,100,TC416,Orion-16,Nova Support,2025-06-24,Devices,No,QC7841
PID0314_001-2318,PID0314_001,100,TC420,Orion-20,Nova Support,2025-06-24,Devices,No,QC7841
PID0314_001-2328,PID0314_001,90,HX204,Falcon-04,Vertex Solutions,2025-06-24,Merchant profile,No,QC9234
PID0314_001-2330,PID0314_001,80,HX217,Falcon-17,Vertex Solutions,2025-06-24,Devices,No,QC9234
PID0314_001-2332,PID0314_001,80,HX220,Falcon-20,Vertex Solutions,2025-06-24,Merchant profile,No,QC9234
PID0314_001-2339,PID0314_001,90,TC401,Orion-01,Nova Support,2025-06-24,Devices,No,QC9234
PID0314_001-2340,PID0314_001,80,TC404,Orion-04,Nova Support,2025-06-24,Devices,No,QC9234
PID0314_001-2341,PID0314_001,90,HX204,Falcon-04,Vertex Solutions,2025-06-24,Devices,No,QC3187
PID0314_001-2345,PID0314_001,0,TC414,Orion-14,Nova Support,2025-06-24,Devices,No,QC9234
PID0314_001-2348,PID0314_001,90,TC416,Orion-16,Nova Support,2025-06-24,Merchant profile,No,QC9234
PID0314_001-2349,PID0314_001,80,TC430,Orion-30,Nova Support,2025-06-24,Devices,No,QC9234
PID0314_001-2350,PID0314_001,90,TC430,Orion-30,Nova Support,2025-06-24,Devices,No,QC9234
PID0314_001-2351,PID0314_001,90,HX208,Falcon-08,Vertex Solutions,2025-06-24,Devices,No,QC3187
PID0314_001-2373,PID0314_001,100,HX210,Falcon-10,Vertex Solutions,2025-06-25,Post closure,No,QC3187
PID0314_001-2374,PID0314_001,80,HX210,Falcon-10,Vertex Solutions,2025-06-25,Settlements,No,QC3187
PID0314_001-2376,PID0314_001,90,HX223,Falcon-23,Vertex Solutions,2025-06-25,Devices,No,QC9234
PID0314_001-2379,PID0314_001,80,HX217,Falcon-17,Vertex Solutions,2025-06-25,Lending,No,QC7841
PID0314_001-2380,PID0314_001,90,HX218,Falcon-18,Vertex Solutions,2025-06-25,Devices,No,QC7841
PID0314_001-2381,PID0314_001,80,HX210,Falcon-10,Vertex Solutions,2025-06-25,Post closure,No,QC7426
PID0314_001-2382,PID0314_001,80,HX212,Falcon-12,Vertex Solutions,2025-06-25,Post closure,No,QC3187
PID0314_001-2385,PID0314_001,70,HX225,Falcon-25,Vertex Solutions,2025-06-25,Lending,No,QC7841
PID0314_001-2386,PID0314_001,90,HX213,Falcon-13,Vertex Solutions,2025-06-25,Devices,No,QC7426
PID0314_001-2387,PID0314_001,90,TC402,Orion-02,Nova Support,2025-06-25,Merchant profile,No,QC7841
PID0314_001-2388,PID0314_001,90,TC404,Orion-04,Nova Support,2025-06-25,Devices,Yes,QC7841
PID0314_001-2389,PID0314_001,0,HX214,Falcon-14,Vertex Solutions,2025-06-25,Merchant profile,No,QC7426
PID0314_001-2390,PID0314_001,90,TC414,Orion-14,Nova Support,2025-06-25,Devices,No,QC7841
PID0314_001-2393,PID0314_001,100,TC415,Orion-15,Nova Support,2025-06-25,Devices,No,QC7841
PID0314_001-2396,PID0314_001,100,TC422,Orion-22,Nova Support,2025-06-25,Devices,No,QC7841
PID0314_001-2397,PID0314_001,100,TC430,Orion-30,Nova Support,2025-06-25,Devices,No,QC7841
PID0314_001-2398,PID0314_001,0,TC406,Orion-06,Nova Support,2025-06-25,Devices,No,QC7426
PID0314_001-2400,PID0314_001,90,TC411,Orion-11,Nova Support,2025-06-25,Devices,No,QC7426
PID0314_001-2403,PID0314_001,90,TC406,Orion-06,Nova Support,2025-06-25,Settlements,No,QC9234
PID0314_001-2404,PID0314_001,90,TC408,Orion-08,Nova Support,2025-06-25,Devices,No,QC9234
PID0314_001-2405,PID0314_001,70,TC425,Orion-25,Nova Support,2025-06-25,Generic,No,QC7426
PID0314_001-2408,PID0314_001,90,TC420,Orion-20,Nova Support,2025-06-25,Devices,No,QC9234
PID0314_001-2409,PID0314_001,0,TC428,Orion-28,Nova Support,2025-06-25,Devices,No,QC7426
PID0314_001-2411,PID0314_001,80,TC420,Orion-20,Nova Support,2025-06-25,Merchant profile,No,QC9234
PID0314_001-2413,PID0314_001,90,TC422,Orion-22,Nova Support,2025-06-25,Generic,No,QC9234
PID0314_001-2415,PID0314_001,80,TC426,Orion-26,Nova Support,2025-06-25,Devices,No,QC9234
PID0314_001-2418,PID0314_001,90,TC429,Orion-29,Nova Support,2025-06-25,Merchant profile,No,QC9234
PID0314_001-2421,PID0314_001,0,HX226,Falcon-26,Vertex Solutions,2025-06-25,Devices,No,QC3187
PID0314_001-2425,PID0314_001,100,TC402,Orion-02,Nova Support,2025-06-25,Devices,No,QC3187
PID0314_001-2428,PID0314_001,90,TC406,Orion-06,Nova Support,2025-06-25,Generic,No,QC3187
PID0314_001-2429,PID0314_001,90,TC409,Orion-09,Nova Support,2025-06-25,Generic,No,QC3187
PID0314_001-2430,PID0314_001,90,TC409,Orion-09,Nova Support,2025-06-25,Generic,No,QC3187
PID0314_001-2431,PID0314_001,90,TC410,Orion-10,Nova Support,2025-06-25,Devices,No,QC3187
PID0314_001-2432,PID0314_001,90,TC414,Orion-14,Nova Support,2025-06-25,Devices,No,QC3187
PID0314_001-2435,PID0314_001,80,TC418,Orion-18,Nova Support,2025-06-25,Devices,No,QC3187
PID0314_001-2437,PID0314_001,0,TC419,Orion-19,Nova Support,2025-06-25,Devices,No,QC3187
PID0314_001-2438,PID0314_001,90,SK315,Nova-15,Quantum Assist,2025-06-26,Devices,No,QC3187
PID0314_001-2443,PID0314_001,90,SK316,Nova-16,Quantum Assist,2025-06-26,Payments,No,QC3187
PID0314_001-2448,PID0314_001,60,SK309,Nova-09,Quantum Assist,2025-06-26,Devices,No,QC9234
PID0314_001-2449,PID0314_001,90,SK330,Nova-30,Quantum Assist,2025-06-26,Devices,No,QC3187
PID0314_001-2453,PID0314_001,80,SK310,Nova-10,Quantum Assist,2025-06-26,Generic,No,QC9234
PID0314_001-2461,PID0314_001,0,TC407,Orion-07,Nova Support,2025-06-26,Merchant profile,No,QC7426
PID0314_001-2462,PID0314_001,100,HX201,Falcon-01,Vertex Solutions,2025-06-25,Lending,No,QC3187
PID0314_001-2464,PID0314_001,100,HX201,Falcon-01,Vertex Solutions,2025-06-26,Generic,No,QC3187
PID0314_001-2466,PID0314_001,0,TC410,Orion-10,Nova Support,2025-06-26,Settlements,No,QC7426
PID0314_001-2469,PID0314_001,0,TC412,Orion-12,Nova Support,2025-06-26,Non actionable,No,QC7426
PID0314_001-2472,PID0314_001,80,TC401,Orion-01,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2473,PID0314_001,90,HX204,Falcon-04,Vertex Solutions,2025-06-26,Merchant profile,No,QC3187
PID0314_001-2477,PID0314_001,90,HX204,Falcon-04,Vertex Solutions,2025-06-26,Devices,No,QC3187
PID0314_001-2478,PID0314_001,80,TC406,Orion-06,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2484,PID0314_001,90,TC408,Orion-08,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2487,PID0314_001,70,TC418,Orion-18,Nova Support,2025-06-26,Merchant profile,No,QC7426
PID0314_001-2493,PID0314_001,90,TC422,Orion-22,Nova Support,2025-06-26,Devices,No,QC7426
PID0314_001-2494,PID0314_001,70,SK316,Nova-16,Quantum Assist,2025-06-26,Settlements,No,QC7841
PID0314_001-2495,PID0314_001,80,TC408,Orion-08,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2497,PID0314_001,100,TC414,Orion-14,Nova Support,2025-06-26,App features and issues,No,QC9234
PID0314_001-2500,PID0314_001,0,TC417,Orion-17,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2509,PID0314_001,100,TC401,Orion-01,Nova Support,2025-06-26,Devices,No,QC7841
PID0314_001-2510,PID0314_001,0,TC423,Orion-23,Nova Support,2025-06-26,Generic,No,QC7426
PID0314_001-2512,PID0314_001,90,TC402,Orion-02,Nova Support,2025-06-26,Onboarding,No,QC7841
PID0314_001-2514,PID0314_001,0,TC424,Orion-24,Nova Support,2025-06-26,Generic,No,QC7426
PID0314_001-2515,PID0314_001,90,TC412,Orion-12,Nova Support,2025-06-26,Settlements,No,QC7841
PID0314_001-2517,PID0314_001,90,TC428,Orion-28,Nova Support,2025-06-26,Generic,No,QC7426
PID0314_001-2518,PID0314_001,80,TC428,Orion-28,Nova Support,2025-06-26,Merchant profile,No,QC7426
PID0314_001-2522,PID0314_001,80,TC412,Orion-12,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2524,PID0314_001,100,TC414,Orion-14,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2526,PID0314_001,90,TC415,Orion-15,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2528,PID0314_001,90,TC416,Orion-16,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2530,PID0314_001,0,TC416,Orion-16,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2534,PID0314_001,0,TC422,Orion-22,Nova Support,2025-06-26,Generic,No,QC9234
PID0314_001-2539,PID0314_001,90,HX224,Falcon-24,Vertex Solutions,2025-06-26,Onboarding,No,QC3187
PID0314_001-2540,PID0314_001,0,TC430,Orion-30,Nova Support,2025-06-26,Devices,No,QC9234
PID0314_001-2544,PID0314_001,100,TC411,Orion-11,Nova Support,2025-06-26,Generic,No,QC3187
PID0314_001-2545,PID0314_001,100,TC413,Orion-13,Nova Support,2025-06-26,Generic,No,QC3187
PID0314_001-2546,PID0314_001,90,TC413,Orion-13,Nova Support,2025-06-26,Generic,No,QC3187
PID0314_001-2547,PID0314_001,0,TC418,Orion-18,Nova Support,2025-06-26,Onboarding,No,QC3187
PID0314_001-2550,PID0314_001,90,TC420,Orion-20,Nova Support,2025-06-26,FRA Merchant Escalations,No,QC3187
PID0314_001-2553,PID0314_001,90,SK307,Nova-07,Quantum Assist,2025-06-27,Devices,No,QC7841
PID0314_001-2556,PID0314_001,0,SK311,Nova-11,Quantum Assist,2025-06-27,Onboarding,No,QC7841
PID0314_001-2557,PID0314_001,80,SK310,Nova-10,Quantum Assist,2025-06-27,Merchant profile,No,QC9234
PID0314_001-2559,PID0314_001,80,SK310,Nova-10,Quantum Assist,2025-06-26,Lending,No,QC9234
PID0314_001-2560,PID0314_001,90,SK316,Nova-16,Quantum Assist,2025-06-27,Merchant profile,No,QC7841
PID0314_001-2561,PID0314_001,90,SK311,Nova-11,Quantum Assist,2025-06-26,Merchant profile,No,QC9234
PID0314_001-2563,PID0314_001,90,SK313,Nova-13,Quantum Assist,2025-06-27,Devices,No,QC9234
PID0314_001-2564,PID0314_001,90,SK322,Nova-22,Quantum Assist,2025-06-27,Devices,No,QC7841
PID0314_001-2565,PID0314_001,90,SK319,Nova-19,Quantum Assist,2025-06-27,Generic,No,QC9234
